Customer_ID,Age,Annual_Income,Policy_Count,Total_Premium_Paid,Claim_Frequency,Policy_Upgrades
486a4f47,64,35423.69,3,19327.59,6,3
8a176f89,39,141387.42,2,10775.78,8,0
9f2a8c2f,51,108902.64,5,11294.4,6,0
a8626674,64,89104.38,3,18191.68,3,3
51b22bc9,25,24245.68,5,12679.41,9,4
e8f2a90f,57,81827.5,2,6403.22,4,4
d6854a52,66,73007.25,4,6273.85,5,3
9b69324d,61,40958.45,5,10280.78,8,4
d6ee60fe,36,105333.25,1,17398.86,4,3
5dc8b93a,59,146249.62,4,15997.22,4,0
3667a195,58,93084.55,4,19273.44,6,0
93c5f600,54,112917.93,2,1901.78,1,0
68c148aa,23,28898.56,2,5732.36,2,1
ee8a2f0d,69,74296.71,3,2064.05,1,0
e68ff803,43,35126.6,3,15146.04,9,0
a9bb6342,51,99663.46,1,3246.26,9,3
4fa50ac8,76,142002.68,4,2447.78,1,4
62abf07b,73,106031.11,1,11452.61,2,4
6e75aabd,76,29984.4,1,8523.95,5,0
b60ff56f,62,66106.61,2,14444.48,4,0
548cfc8a,23,91586.24,1,9996.8,4,0
71e5dd0a,54,72417.01,1,8794.02,1,3
203d7584,74,128373.72,5,8797.26,1,3
fdd6b2aa,50,125907.23,3,17501.59,0,3
f3418db6,70,99538.03,3,8206.9,2,4
18068e80,39,68549.53,4,7001.24,6,1
300e22a7,38,53193.73,3,7101.43,4,4
301d418f,23,33763.66,4,4333.72,6,3
a10e234a,23,66136.7,5,17283.43,8,2
16141a1a,72,73712.43,3,3359.3,5,1
94e12940,65,107856.98,5,18217.91,1,0
4d841cee,21,105560.78,3,6027.62,0,4
cf4f0e92,47,29114.06,3,18038.82,0,1
269654a0,28,71383.71,5,15921.0,9,2
74fd4ad5,79,43631.25,1,11848.76,8,1
b01dbc73,79,40385.65,1,13554.67,5,4
c97bb1d9,47,127549.28,1,6853.96,5,3
c4401e84,48,25448.98,1,11697.46,3,0
3b1f4e89,41,74493.77,3,6201.86,1,3
678788ba,72,41866.48,2,8344.32,9,3
932e71c7,26,134312.93,5,15410.92,2,4
abef6c24,72,92415.27,2,5256.68,2,3
c09291f1,20,50079.48,2,16857.5,7,3
504441ac,68,85315.55,4,7829.72,5,4
f8f7555d,48,115093.23,1,10877.31,6,4
9dfa8abd,57,144555.34,3,18868.23,8,2
d33e2ce7,54,48657.98,1,13784.48,0,3
1e72e009,53,135203.63,1,13089.28,1,1
86a03c43,41,141459.53,2,14376.35,8,0
5c4025a1,48,139134.67,4,18403.17,4,0
a96ad224,23,102603.87,1,5346.02,3,4
dc188cd6,19,101876.69,5,12458.2,0,4
584a1e2d,37,72417.38,5,8307.68,8,2
11a01d1f,45,117811.72,1,731.18,8,3
bdc9a99e,28,89068.22,2,2943.37,3,4
4978372d,21,108066.95,2,6837.34,8,4
07b139cf,32,75699.53,3,11517.5,9,0
4157cdbd,23,115094.54,4,17688.76,0,3
fc0007e9,71,127181.3,2,15926.73,4,2
0dcac075,66,39036.71,3,11290.01,0,4
a91b906c,47,128280.86,5,1940.47,3,4
c4b68584,73,90238.55,5,6075.17,4,4
1468c25e,55,129806.57,5,7650.82,2,0
4c871b1e,68,76069.22,1,12623.49,1,4
68bae61b,79,69275.26,4,1766.01,5,4
f1a28b2c,74,138957.9,3,10838.77,2,0
66cdc092,19,52652.0,4,18078.56,9,4
c4e24532,32,129747.6,1,14255.94,0,3
a34d1b42,28,82922.67,3,16043.0,4,3
deac1325,25,86832.41,3,13792.68,1,0
776e2d37,43,60100.88,2,4528.49,1,3
92d9b9e8,68,94495.49,4,2654.43,3,2
c6a33dde,62,62277.46,4,16675.07,3,4
927b31a8,61,25105.02,2,14062.34,3,2
5202f660,22,55359.82,5,11713.7,6,3
9118bf2d,23,20829.28,1,4191.02,0,0
0ceb6d47,43,147186.12,4,12265.23,7,0
2a23c453,71,145547.14,2,1110.77,9,2
5cb6fa51,21,71370.19,3,2817.36,8,3
4ef31585,36,114688.21,2,6581.86,9,4
46ed530a,37,64954.79,5,9152.9,5,3
67b055dd,50,107242.11,1,2851.01,3,3
0292c3b8,37,124705.91,5,2838.83,5,0
3fb35907,66,143078.31,3,14654.93,9,1
5efc2fca,29,72027.6,3,11609.53,6,4
2e88d685,64,121828.74,3,10907.97,5,4
35b971b5,18,54570.7,3,9322.47,0,0
0fc35891,43,148743.2,2,19542.59,4,3
c2c73aad,31,23350.05,3,1471.11,7,0
c454d0b2,55,98458.74,3,4022.23,7,3
b683da24,54,105735.78,2,13126.4,9,1
e5d96ed7,79,109445.92,3,3159.13,8,1
924552c8,28,35650.39,5,11992.93,3,2
284ac7f0,53,142008.87,5,11571.34,9,3
8d923af7,30,43553.83,4,19434.6,5,0
19cab1ca,60,100957.94,5,17726.04,6,0
f36b2893,20,48947.89,1,18938.29,4,0
8f97ba7c,50,59938.13,1,2715.25,7,2
3fe8aa99,23,91039.61,1,17428.89,2,4
0b6ceaff,67,74235.14,2,3017.27,7,0
59a5b7ec,73,40829.33,5,12842.18,4,1
917690cc,27,42221.73,1,14541.52,0,0
2e40a621,22,74358.82,4,3636.64,5,0
47bfdce9,40,118446.79,2,12836.86,1,0
d1894238,27,136735.4,4,1522.98,6,4
5d781266,61,30936.6,5,6218.69,8,0
ad916a77,19,71103.51,3,18462.59,2,4
00aec9eb,30,33031.92,4,3848.76,9,4
442dd198,57,22157.02,3,1772.76,3,2
6ac4cbf2,19,106023.43,2,9151.72,3,1
12794019,37,98318.43,4,17087.06,3,0
f759c6a5,18,41192.48,4,1995.11,2,0
220bf743,54,50395.67,2,7432.94,4,0
7232ff23,26,23082.01,2,18045.61,8,4
3257e095,34,128543.14,1,2804.03,7,3
a59389f0,26,146709.78,5,6558.04,9,1
b2a4b353,28,37609.74,4,15679.2,1,0
553c5b92,32,50091.78,4,11092.61,8,3
15fc56c2,41,132893.24,2,16730.5,9,3
3ff21c10,55,140440.29,2,2676.11,1,3
40ce9ba8,72,74551.56,5,18450.81,6,1
6b59c9ea,52,26580.92,2,18730.78,4,3
e1a50907,47,25120.94,3,3528.6,6,0
90b72511,48,94613.48,3,1160.57,4,0
9aa452cf,66,71076.36,3,19801.91,5,2
e63d3629,22,23724.82,3,9903.91,7,4
2c333e66,79,95822.81,5,11655.47,0,3
0fe9d75a,77,21469.33,4,12510.14,0,4
c3126899,61,122358.35,3,15898.54,4,4
928b7076,67,59836.27,2,16333.77,0,4
facf92e7,31,25233.54,3,4281.54,2,4
e5f184e5,70,96485.79,5,5114.42,9,4
1f0d187b,73,71698.97,2,17598.24,8,0
36bb4c3c,28,146594.05,3,16480.59,6,1
c5545707,26,90745.83,4,12543.58,5,3
10d99865,51,55781.09,2,19896.63,7,3
6807792e,29,112227.05,2,14836.09,7,0
e6ccdbdd,52,55293.96,4,4708.82,5,0
83baf78e,52,137551.63,2,17009.56,3,4
fbdf64d2,18,68713.86,3,8587.29,3,1
1ef7eeaa,57,91482.91,2,1204.98,3,3
b8066807,39,26574.5,3,6767.71,5,2
14de5d18,77,75395.76,4,15389.25,0,0
8b427bb8,46,128207.26,1,19224.02,1,2
408cbe0e,25,124734.34,4,5884.66,5,3
b3cdcc1e,28,49161.41,3,5307.07,0,0
8a49975a,58,49390.28,5,11490.52,8,3
599e2ced,54,126249.69,4,16327.84,5,0
7288b355,31,140951.79,5,15057.25,6,3
94f9116b,77,32396.92,5,11419.2,0,2
9596aea9,47,78507.62,3,12812.1,7,1
ce0bb574,52,63869.06,3,5220.93,4,0
ac787643,38,133189.5,1,8935.2,4,2
00f2bf9c,54,30858.24,2,5479.63,5,3
97a47326,22,47446.37,4,17746.15,6,2
15ecca54,36,117820.88,3,2694.81,6,0
4c07393d,76,26668.2,4,13754.94,4,2
647f1bb9,31,84029.6,5,5575.52,0,3
236424e5,43,77473.91,2,9773.76,8,4
771c39a8,79,63472.15,1,6338.55,5,1
2b1b353d,21,71294.4,4,6803.28,8,1
aa2e6427,42,88892.28,2,5577.66,3,4
33d93c7a,62,40977.76,1,15179.46,1,0
15f38394,59,94359.46,4,7631.46,2,2
6c556af2,42,124706.2,2,14663.96,3,2
e35c15f7,35,118820.92,3,9393.36,9,4
e946bcd5,57,40006.99,4,11171.3,7,4
a94ad20d,25,39402.43,2,11094.11,2,3
7d52d7be,56,54862.67,1,19529.12,7,3
7f61c816,57,66939.71,2,7657.72,5,1
b8fa2512,31,73099.23,3,4549.84,3,0
f24f2841,49,108360.64,4,18279.94,6,0
fefd79ae,68,27368.46,4,3909.37,4,4
ba870885,78,24507.45,4,16771.25,4,1
f4d94bcd,55,70948.37,3,3429.19,8,1
f32e5e08,50,110631.28,1,13345.12,2,3
0739eef4,40,45146.59,4,3435.55,9,2
581cbaeb,32,103395.58,1,18500.17,3,0
c6bad242,50,53777.66,2,11517.66,4,1
67d147ae,42,135191.19,1,6920.84,0,3
6b490c50,34,136439.69,1,3236.29,6,3
c0051599,50,58647.34,4,7738.25,7,3
bec38199,64,49899.19,5,14247.89,5,2
c306678d,72,73469.52,5,8006.54,8,1
bc80fd79,19,51269.11,3,5298.84,2,4
f02cc144,31,107409.9,3,11759.48,1,4
0f7cb691,70,127388.41,5,8647.53,4,3
901dfd86,57,107501.98,2,3733.22,8,3
e81a3d33,57,127165.56,4,3502.77,0,2
bbe07b36,68,71608.98,4,14295.51,0,3
6d9cd78f,56,40321.21,2,19506.1,9,1
7c68dc4b,68,115933.62,2,5045.33,2,3
df9a0273,23,66861.69,5,15576.4,9,3
0cd2be15,23,107265.21,3,2208.33,2,1
9a1d9ea6,20,55183.71,2,7940.73,4,0
48d4f789,24,30559.85,3,10380.42,3,4
f425fb64,68,149035.63,1,5740.57,5,3
a44aac60,25,40306.2,4,10826.78,7,1
20f15e99,59,148494.73,5,17710.98,7,4
9fc44428,69,147046.39,4,18916.54,3,2
249aeae6,32,123196.35,5,2460.86,0,0
4b160449,64,105724.99,1,5801.0,6,3
83ec2eef,46,95114.92,4,19593.11,5,0
cd59a48a,50,132593.2,1,5773.16,4,3
31383c54,69,57627.14,5,14007.79,3,3
ac8c7d03,47,80798.56,2,5442.35,5,3
96ed75d1,56,100520.7,4,7449.13,7,0
9abf9b40,44,73454.76,1,4229.94,5,2
d1f5fac6,53,75573.24,4,17197.85,2,1
5d667a14,46,62937.01,4,17711.65,8,1
2992efb6,55,93350.14,4,6289.79,2,2
9329c311,74,130574.69,3,16560.0,3,2
71bd84e9,50,46198.69,1,7485.71,4,3
8dbbc286,78,141476.3,1,2430.88,1,3
d03f819a,54,109581.39,4,15282.49,9,1
92eee54f,44,127025.52,2,12130.7,9,3
b3cdc244,72,92304.79,4,5850.46,1,3
a594bb35,50,121337.17,3,5433.49,5,2
9d62da1a,79,22106.05,5,19524.66,1,0
b64486dd,21,126389.46,3,17318.77,9,4
9aabf466,39,25218.05,2,16291.07,0,4
39720631,19,135688.74,4,2996.35,7,3
27366e43,27,148955.16,1,15226.15,9,3
b832194b,22,58228.77,4,4683.53,9,4
a431e5ff,76,47341.41,2,19559.08,0,2
18563e05,27,119497.24,1,1515.74,9,4
4c3992d4,50,52893.42,3,7366.7,5,4
72d74783,71,132523.11,5,8858.63,0,4
6d2c570c,55,33369.54,5,16571.96,7,3
f42b3865,30,36374.18,4,15441.34,4,3
bf9ad2be,48,147289.7,3,7812.35,2,4
75d3ee48,64,107599.06,2,11528.43,4,3
bc951798,53,130095.34,5,16794.11,0,4
7a58267c,62,62162.82,3,854.89,0,2
1bd459cf,41,107942.89,4,16142.47,3,3
396a1060,69,97251.44,1,18964.47,8,0
aaf69c71,73,98409.52,4,1125.26,8,3
ddf2fa08,32,108729.22,4,1388.83,0,2
8ce27804,46,94796.69,3,7218.02,2,2
6f51bfd7,25,75778.11,5,2211.51,3,3
bbc96cc3,22,55869.95,3,9845.88,1,1
51564e1b,46,119915.57,1,14709.86,6,4
b61f6ee2,64,49415.42,3,11554.54,2,4
d3afa80c,21,110006.06,2,4330.42,0,2
1cb35367,29,50333.27,4,13268.82,0,3
fdce8790,62,101292.92,5,13854.66,2,1
49897b18,19,117120.17,1,18682.7,5,0
78809f22,44,48432.81,4,3362.54,3,4
4eb853da,48,27792.63,3,14000.56,0,1
71b6b188,68,37026.59,2,18272.83,6,4
c2b47d96,68,98779.61,3,10280.5,1,3
c8fd0131,53,130428.03,4,7555.09,4,4
96260302,53,25849.59,1,3829.62,7,0
3e0907d9,43,115439.66,5,17402.34,6,3
770a5989,60,64371.42,4,8187.8,7,2
0a3be61c,44,82208.69,1,18535.21,9,1
3b261c7c,22,140751.74,4,17031.29,5,4
05279c2f,37,63156.3,2,7844.48,6,3
87acc870,28,80493.8,3,11691.33,8,3
fd6e9e0b,79,21778.71,5,1029.89,5,4
1e229e82,27,30607.83,1,5632.82,8,2
ca65191c,57,53616.91,5,14350.32,1,4
94ce253a,55,23620.79,5,13719.26,1,2
274b7bb2,23,102078.79,5,7390.7,1,4
6eadf6d6,25,75431.79,1,16267.86,5,3
c8a77d2c,40,91258.88,1,5098.8,1,0
716094a6,64,42704.13,5,9494.78,2,0
eac33f54,43,58471.16,3,9714.35,7,3
97ecb425,63,106297.18,4,7145.93,7,0
ed12e09c,60,145489.35,5,19115.99,3,2
eae28253,29,26554.18,2,14085.34,8,3
5e132c41,43,135749.96,5,11014.39,7,2
97cbbc04,30,94994.56,1,10455.04,0,3
eff3d550,57,93309.54,4,3606.27,7,2
e44c7033,79,85036.21,2,7757.64,0,2
690b5732,35,29021.23,4,13619.08,3,0
37004d6e,42,31683.99,4,18529.12,9,3
1f4edbb7,50,98118.56,2,16421.05,5,4
35ad49dd,64,64324.61,5,6357.6,6,0
42b8e1a4,57,139244.85,5,8962.15,9,2
0f13d1a0,77,72856.77,5,2116.89,3,2
f25a2b53,60,38626.59,3,2492.36,7,4
64ee6e36,29,112913.45,5,9669.49,7,4
eca9d60e,61,58135.94,2,10839.28,8,2
748a48b0,53,88311.14,3,5648.53,5,4
f37a4829,65,110718.26,5,13034.26,3,1
e710d5fe,21,137034.33,3,14215.92,1,0
d0c5dca4,22,122984.86,2,6332.76,6,3
0c35fc11,73,107926.94,5,15289.28,9,4
7ff86887,54,108352.31,1,4509.3,2,4
8787bd84,25,142970.2,2,11112.9,2,1
0df161c1,59,58457.13,4,16183.48,2,3
a1f0189a,66,20144.57,4,10971.68,3,1
f91b11a0,45,55354.09,2,18205.27,1,3
458e5582,48,48325.88,4,1640.77,4,0
c7b9a1b3,75,106038.5,2,11972.12,2,4
10b517c1,26,102382.51,1,11454.23,9,0
b9421550,71,97149.98,2,13376.89,4,3
9ae468ae,68,22111.65,5,16751.43,6,4
092449c3,46,114741.15,5,14654.14,8,1
6f8f85ff,31,62058.95,3,15910.51,1,2
68b23cbc,57,106457.28,4,6131.93,8,1
3b46cbb3,58,92355.2,4,8056.2,9,2
fe33b706,39,64555.02,2,12722.15,5,1
cf75f4a2,28,37494.91,4,11292.5,5,3
0afa91b9,40,32274.46,5,19241.53,2,0
468a05de,18,128097.38,1,4143.27,9,2
52615721,63,139391.68,2,7349.93,8,3
435aa0e4,54,104472.45,4,11668.73,3,0
fc386ca4,38,33446.43,5,17425.29,4,0
f6d8df7f,43,72263.54,3,18622.3,2,4
b417c3ce,63,114762.1,4,7052.71,4,4
84435c44,53,121376.71,1,1808.61,7,4
09090253,71,35368.42,1,8721.58,7,2
d8fd7eb6,40,20003.99,4,8189.71,7,2
df14d289,74,112577.82,4,19736.5,5,0
57b63a0c,18,66357.5,5,8905.69,0,2
cea742fb,71,53082.57,4,6461.6,9,0
472e0441,72,21676.67,3,7624.86,5,3
47ecb915,68,90238.92,5,8240.06,9,1
381d8950,57,130649.6,2,16520.04,6,0
de257fd7,32,144492.11,3,2079.79,8,0
8afb1292,38,93546.84,5,6671.89,7,3
be028f74,64,86879.97,5,19343.21,7,4
7c374a98,26,31057.33,1,3485.5,6,4
6ff17977,70,91353.46,5,14980.73,1,4
ed366400,26,69397.28,3,7449.67,0,0
118a6bd5,27,98927.59,4,11844.82,1,0
39d438d0,69,70534.43,3,2441.19,5,2
a707423a,74,51238.89,2,6475.03,1,2
cbf88838,70,32345.49,5,10266.87,9,1
531ef1ae,43,60939.4,5,5018.16,3,1
f895f3e6,58,32563.83,5,11066.46,9,2
27919bd4,52,42996.6,5,4785.31,2,0
0c4016d8,69,148353.7,1,13176.96,5,3
7e0dc0a9,42,77733.46,1,18134.91,7,2
0a5fb7da,43,89143.33,4,2167.03,5,0
facae5c8,28,133570.41,5,4724.01,1,2
37972380,55,149423.96,2,16966.25,4,4
fff761c5,19,95752.88,4,12815.29,5,2
b047a895,24,125621.6,5,2034.82,8,4
ca08c86f,35,62502.33,1,9983.83,5,0
1bca07e0,44,59746.71,2,4590.29,9,4
a569051f,51,72351.48,4,4382.38,4,2
ce9bdc21,44,107425.94,2,18842.58,0,4
3ed60157,34,108684.92,5,15350.06,9,3
80fff265,60,60981.13,3,14076.5,4,4
61805b47,76,37317.29,2,5159.11,4,4
0804d4bb,61,102211.51,2,2812.18,5,1
8821801b,76,36682.36,1,17481.24,6,3
fc8ededb,68,95204.03,5,614.65,3,0
bba81ab4,71,110144.88,2,8067.88,6,4
07c2ace8,41,111079.49,5,5913.44,4,3
a0a7af5e,42,117951.37,1,11622.34,5,0
2445535e,24,133471.72,5,5384.91,3,3
131f2977,69,84994.67,1,6568.5,7,1
f6c1bb5b,23,114932.39,1,17075.78,8,0
3d881d8a,70,100492.46,4,12262.18,1,0
c1d4c2c1,41,44263.19,5,3340.81,3,4
d934a555,50,23339.65,3,14666.2,7,2
e46ef371,66,56990.38,4,4545.45,7,0
13a82468,46,77594.38,1,8943.6,8,0
e85577cf,60,100223.77,3,13108.84,2,1
c32e8223,39,130494.71,2,5802.63,0,1
092ab556,43,45511.94,2,7990.08,8,1
641affb0,45,36321.47,4,14815.92,0,4
45529102,67,145252.39,3,18789.26,2,0
5d9d442e,38,34045.79,5,10820.28,2,1
76d1c120,66,82203.84,3,694.43,8,1
6f5e5681,24,96123.28,4,7100.04,0,3
f9896d6a,34,90378.67,5,8273.37,6,3
a7d1a1fc,37,31184.18,5,7113.89,1,1
7e253717,58,27413.5,2,9007.24,6,4
9a82f04a,66,33712.85,3,12836.99,0,2
aa0dde94,37,96126.4,5,2862.0,9,3
a298de46,71,90764.84,4,5816.29,9,3
006ed7ab,39,50386.3,2,10399.14,7,0
a37bf82c,45,102910.64,5,6653.68,9,0
35ef3863,78,126608.78,3,19826.16,9,1
b9388b3b,57,25405.26,2,8912.91,1,0
7f2a98bc,66,84756.89,3,17461.08,2,0
075f9686,24,109610.35,3,17981.94,7,2
08109c39,18,52800.55,3,16802.14,2,4
020b92b4,49,60010.22,2,1414.52,0,1
9fcfdb66,30,99772.93,5,18981.06,8,2
3a300c5c,47,136731.59,1,3010.48,7,1
02ef2650,40,125290.17,5,1170.87,3,4
9183c1b3,68,95806.93,2,8580.21,7,1
491f6d18,76,114928.82,1,4295.36,4,0
9aac80af,73,67426.92,1,4091.83,2,4
11e36b06,36,103325.52,1,6112.48,0,2
dc96710d,79,80603.61,4,5343.91,9,2
32e36059,49,44691.7,2,13853.51,4,3
ada53ece,47,111225.98,4,4142.16,5,2
cd558a1f,46,92340.4,1,11090.81,3,3
cdac2692,66,66620.81,4,19735.32,6,0
2356ac35,62,138474.09,4,8931.46,2,2
809966f9,46,22721.44,2,13016.53,6,4
7b2501a2,47,61050.51,3,19402.75,0,3
a7029b7c,33,27394.58,4,3183.96,6,2
e68b99c8,57,119648.55,4,8662.84,0,0
232d2c87,36,111273.97,1,17078.75,0,4
f55f9768,35,63075.79,1,18679.96,1,4
acba2552,18,107836.18,1,12224.1,1,0
113f217d,31,71471.84,5,3296.7,3,2
9fb7859f,68,118312.99,4,18078.7,0,1
85d9635a,64,79043.88,1,3901.71,3,2
4ada5ae5,67,73596.36,2,7381.12,1,3
ba7f32cc,19,141514.89,5,7822.41,3,3
60cde98e,71,52614.28,3,9222.19,3,2
57f6a122,45,35658.15,4,15908.23,8,3
3eb3ed02,66,95990.6,4,16141.82,8,1
888c2aa7,67,146011.84,2,14533.27,0,1
0e449068,47,69119.1,3,931.51,4,4
4feb644d,55,28064.78,3,11514.48,6,3
82ef929b,68,64109.68,5,15076.11,3,2
b9d88185,21,85771.12,4,9170.19,4,4
75e31e60,18,41049.99,1,18926.25,1,1
1b240efa,25,105553.29,2,16564.31,2,4
79ef71c6,46,149707.42,2,12944.02,6,0
8cc81d33,72,78726.13,2,1717.29,9,3
a81819c4,56,66114.71,2,13220.75,6,2
88497486,20,72091.54,1,18275.8,3,1
b9a4dca0,49,34969.0,1,7899.19,0,4
4e6b3dcf,27,134825.57,5,16843.58,0,2
4bd9ac2c,27,73927.34,4,6606.64,3,3
7664b744,36,70345.67,1,11617.01,3,2
0be59d5f,63,105759.74,5,13144.28,5,3
5649ccf9,51,77464.34,3,13720.9,6,3
ac3467d8,77,104270.35,4,17709.71,8,3
7fd4513c,50,27988.02,1,5075.13,8,4
88d48121,40,125784.03,3,5616.21,9,3
102f4ab9,72,142265.51,5,14228.8,4,2
eedbbf64,45,104339.5,1,3955.28,9,0
8e4f5682,49,144093.57,1,9553.27,2,2
0760e856,67,39686.2,3,890.67,2,4
950d6503,24,82064.1,1,3249.1,5,3
e794a9f7,46,98234.88,2,13737.5,0,0
1f1c0882,25,95625.76,1,15075.5,6,4
108bf5cd,18,72190.03,4,2748.72,2,1
36e5197e,74,63950.97,3,4940.34,4,1
b5e4697b,72,36487.12,4,2428.64,6,1
539a072e,20,70926.52,5,8951.55,6,0
28744971,41,41145.91,4,2959.26,8,2
ddb7dd2f,40,115467.54,2,9027.27,0,0
d2054d0f,76,47148.02,2,14775.92,2,0
15f73119,78,27613.49,4,13826.08,8,0
f1ebbd1c,25,91807.6,5,5968.98,7,1
2b469da0,71,97379.87,1,13638.37,1,2
40cccdc7,74,133348.7,2,18590.39,7,0
090bbe49,64,95007.61,4,7276.73,7,2
e821a961,54,64912.51,4,6917.82,1,3
9d8a3fb3,20,124391.54,4,11643.05,7,0
e99a4f4a,68,90236.26,1,5287.29,2,0
68073998,50,30306.44,3,13205.79,6,0
fb835212,45,93560.57,5,16729.1,8,3
a89cf9ac,64,138042.41,3,9456.71,3,3
91e728e9,25,71520.64,5,13750.39,5,1
8e886fd1,51,58522.35,5,13211.77,8,4
d03c43ac,52,38651.03,4,1253.98,4,2
128d008b,49,39687.92,2,4076.62,0,4
501c498e,41,76260.29,4,17923.84,2,0
b1037a4b,31,97438.38,1,18808.4,8,0
95347426,49,30480.0,5,15718.57,2,1
9987778b,73,142143.92,2,18464.34,9,4
d638af13,63,118167.37,5,6469.9,1,0
85dd4b11,60,96261.11,5,5330.36,3,4
e437e8ee,33,127697.03,4,7993.85,4,1
ca5bd6bc,21,30424.28,2,1579.17,6,4
b6c8d198,69,81989.05,2,16292.5,6,2
f87500bd,54,101912.11,5,19691.42,8,1
c22aa398,71,127724.88,2,16568.57,7,4
01363a81,38,121851.04,2,11322.02,1,0
6c14e230,31,56019.0,4,6258.0,7,3
4317e724,48,142314.42,3,4355.11,7,3
da8f9e7b,72,36164.96,1,7599.23,4,1
026f4a16,65,133767.37,3,13505.91,2,3
932989a9,35,146222.23,2,9217.7,8,2
55b29997,24,43029.96,5,18714.17,6,1
2fb9dc6e,27,113868.59,1,17157.3,0,0
bf2d1606,24,25237.12,1,2496.81,7,0
de0d3268,50,72704.97,5,3064.74,9,1
18f85ac1,40,87116.83,1,13686.66,4,3
38ecaa48,38,95483.88,5,4999.98,5,3
a3325565,36,141671.84,1,15925.08,8,0
90388f7f,65,107392.59,3,12031.48,9,2
ad529194,78,82566.13,1,4981.7,7,3
ab4c847b,36,125257.75,4,9834.39,2,2
d2f428a6,53,143569.27,5,8418.49,4,3
c67bc52a,46,22868.6,1,17526.61,3,1
5c2ebb6e,77,147727.77,5,1127.17,0,4
abbd6a0e,35,31197.18,4,17968.96,4,0
6348fabc,19,125870.28,1,13215.61,9,1
80fec31e,18,56443.52,1,14881.99,6,3
843a8840,64,37183.36,4,550.85,0,0
144c001f,22,77181.23,4,12750.67,3,4
edfca317,37,103714.36,4,11975.48,5,4
4cd4184d,28,69523.74,5,10975.51,8,3
7279720c,59,27093.5,4,15824.4,7,0
f36f28e5,19,97929.95,5,11339.49,1,3
c855b6ed,20,137312.43,3,17213.4,2,4
729347f4,40,69818.0,1,5036.31,9,1
a6ebff09,72,48123.26,1,16216.66,4,1
6c0230c4,29,77535.05,2,3996.6,6,2
9697bca0,37,26287.15,3,16355.8,2,4
7f6740ce,22,126663.39,4,18839.04,6,4
42a1574c,54,127424.31,4,7046.04,4,3
6e3eeedb,55,96440.06,3,10832.78,9,2
9fc01fd2,47,65903.38,4,13337.42,5,2
fd829ad6,26,123971.84,2,2049.7,5,0
32c88760,51,92109.31,5,10134.57,3,3
9612ff3f,70,127371.2,1,7531.41,7,1
334e5a31,61,102089.64,3,17512.88,8,0
fdae760d,52,121972.71,1,17595.25,1,2
712c52dd,69,97813.19,5,14165.2,8,1
923fbca1,75,73838.34,3,13286.63,3,4
57b72875,39,144532.96,5,14806.92,5,3
8e284a0e,61,90344.8,4,7636.74,6,2
94051a02,41,98661.64,4,8388.13,3,4
4f79b231,34,48663.39,4,11297.24,7,2
7565eec5,27,101334.6,5,18791.55,9,1
3ad9130a,47,94308.99,5,14618.0,7,0
89507fcb,73,44028.99,5,11244.29,0,1
7510c3ea,76,27746.32,1,15523.05,7,3
c8530113,63,98566.71,5,7732.36,9,3
7b6e4464,40,119280.0,4,14744.1,2,2
4dfeb368,49,88042.18,2,8508.19,4,1
7589709c,34,49480.44,5,5953.4,9,0
d6cb7095,67,106647.86,2,12389.62,7,3
4386e440,68,30413.74,4,13894.11,5,0
32e4551a,34,77438.38,5,9456.22,3,4
fc52562d,31,41237.68,1,11527.26,3,2
4d3dcf19,26,43979.68,1,14034.29,3,0
30a6dbf9,57,46298.21,2,15470.35,5,2
44d48c56,19,70271.92,1,17963.64,6,4
0206a4d1,62,26649.53,1,7413.61,4,0
36378e17,42,71713.15,1,19053.81,9,0
d49eec73,56,86521.97,4,12926.96,7,4
9753a848,26,82828.26,1,15860.19,6,1
96309fbf,71,69761.93,3,14145.5,7,0
3d610f7e,39,129089.06,5,4508.65,3,0
f465977c,60,38892.47,1,1893.05,7,3
0b20dd1c,63,85740.58,1,14662.59,5,1
3ed20e7e,21,28065.38,1,10465.53,2,0
64d74bcc,43,29250.24,3,14193.16,7,4
ab92dd84,75,94602.56,1,9798.43,6,2
2af9e1a0,46,93582.4,1,6588.57,9,4
547b02b9,62,134144.36,5,6057.85,4,1
2d13eeaf,51,92523.58,3,14745.38,3,3
1adb8946,40,144772.83,3,5897.21,0,3
28f3e638,54,26330.33,1,14436.2,9,3
e3ea36cc,28,32741.0,3,7987.22,2,4
6f2ee3d9,23,25728.56,2,15532.52,1,2
6e2ea8b2,35,44085.99,3,3284.79,7,2
2f974638,38,90365.11,3,4497.11,7,0
909298fc,59,103924.38,3,13875.28,4,2
7f896d8a,53,25926.07,4,11424.51,4,2
fba68902,58,142976.22,4,4475.63,3,0
ff8c61f9,55,129481.5,4,18105.13,0,4
ea780117,51,58559.62,3,5880.91,0,4
88975daf,34,30034.38,2,8710.89,5,1
7839a965,54,42085.32,3,4444.61,3,4
a139208a,42,36502.77,1,8066.54,3,3
c8945140,55,36026.89,2,10087.11,2,3
b6c2f1dd,75,87413.02,4,6257.32,8,1
42878a7f,29,51960.17,5,15497.33,2,2
1664ef27,40,66558.16,2,8181.69,7,1
34820f88,70,148635.69,4,14725.44,1,0
da92de72,59,108960.85,2,4537.91,3,1
69036691,39,143367.49,2,7852.19,0,1
d01f163f,38,38532.35,3,657.14,4,3
